address,zipcode,county,price,housing_type,beds,baths,sqfts,lotsize,garage,yearbuilt
"1962 Brittan Ave, San Carlos, CA 94070",94070,San Mateo County,"$1,358,000",Single Family Residence,2,2/1,"1,570","5,000",2,1939
"5359 Shelter Creek Ln, San Bruno, CA 94066",94066,San Mateo County,"$468,000",Condominium,1,1,680,38.558,1,1972
"551 Monterey Rd, Pacifica, CA 94044",94044,San Mateo County,"$1,095,000",Single Family Residence,3,3,"1,896","3,900",0,1996
"1181 Orange Ave, Menlo Park, CA 94025",94025,San Mateo County,"$2,895,000",Single Family Residence,3,2,"2,017","6,250",1,1950
"555 Palm Ave 305, Millbrae, CA 94030",94030,San Mateo County,"$1,188,888",Condominium,3,2,"1,742",0.693,3,1975
"1159 Helen Dr, Millbrae, CA 94030",94030,San Mateo County,"$1,588,888",Single Family Residence,3,2,"1,240","6,720",2,1955
"750 Southgate Ave, Daly City, CA 94015",94015,San Mateo County,"$995,000",Single Family Residence,4,3,"1,600","3,400",1,1955
"510 Laurel Ave, Menlo Park, CA 94025",94025,San Mateo County,"$3,195,000",Single Family Residence,4,3,"2,747","7,000",1,1938
"247 Robin Way, Menlo Park, CA 94025",94025,San Mateo County,"$2,395,000",Single Family Residence,3,2,"1,373","5,700",1,1947
"253 Devonshire Blvd, San Carlos, CA 94070",94070,San Mateo County,"$2,218,000",Single Family Residence,4,3/1,"2,100","8,800",2,1960
"146 Elderberry Ln, Brisbane, CA 94005",94005,San Mateo County,"$1,595,000",Single Family Residence,3,2/1,"2,127","6,300",2,2014
"409 Howard Ave, Burlingame, CA 94010",94010,San Mateo County,"$1,549,000",Single Family Residence,3,2,"1,315","4,738",1,1920
"515 Fremont Ave, Pacifica, CA 94044",94044,San Mateo County,"$799,000",Single Family Residence,2,1,840,"5,890",2,1947
"6 Idlewild Ct, Pacifica, CA 94044",94044,San Mateo County,"$949,000",Single Family Residence,4,2/1,"1,672","5,300",2,1964
"88 S Broadway 1507, Millbrae, CA 94030",94030,San Mateo County,"$1,588,888",Condominium,2,2,"1,748",0.312,2,2007
"1425 Valparaiso Ave, Menlo Park, CA 94025",94025,San Mateo County,"$3,498,000",Single Family Residence,4,3/1,"2,614",0.254,2,1950
"1440 San Raymundo Rd, Hillsborough, CA 94010",94010,San Mateo County,"$5,488,000",Single Family Residence,4,4/1,"4,705",2.526,4,1953
"559 Dolphin Drive Dr, Pacifica, CA 94044",94044,San Mateo County,"$899,000",Single Family Residence,3,2,"1,090","5,194",1,1949
"700 Santa Rosa Ln, Foster City, CA 94404",94404,San Mateo County,"$1,999,000",Single Family Residence,3,2/1,"1,970","9,650",2,1977
"76 Cymbidium Cir, South San Francisco, CA 94080",94080,San Mateo County,"$998,880",Single Family Residence,4,2/1,"1,860","3,465",2,2000
"4 Elder Dr, Belmont, CA 94002",94002,San Mateo County,"$2,285,900",Single Family Residence,4,2/1,"2,500","10,800",3,1974
"724 Concord Way, Burlingame, CA 94010",94010,San Mateo County,"$2,399,000",Single Family Residence,3,3/1,"2,580","5,000",1,1935
"1028 Foster Square Ln 201, Foster City, CA 94404",94404,San Mateo County,"$1,122,880",Condominium,2,2,"1,194",0.582,2,2018
"2151 Clarke Ave, East Palo Alto, CA 94303",94303,San Mateo County,"$995,000",Single Family Residence,2,1,840,"4,200",1,1951
"100 Why Worry Ln, Woodside, CA 94062",94062,San Mateo County,"$29,500,000",Single Family Residence,4,4/1,"6,379",8.67,2,1940
"2151 Clarke Ave, East Palo Alto, CA 94303",94303,San Mateo County,"$995,000",Single Family Residence,2,1,840,"4,200",1,1951
"8112 Shelter Creek Ln 8112, San Bruno, CA 94066",94066,San Mateo County,"$615,000",Condominium,2,2,"1,000",–,1,1972
"2804 Curtis Ave, Redwood City, CA 94063",94063,San Mateo County,"$1,375,000",Residential Income,,,"2,080","5,000",0,1955
"426 Beech Ave, South San Francisco, CA 94080",94080,San Mateo County,"$725,888",Single Family Residence,2,1,940,"6,016",1,1948
"217 Roberts Rd, Pacifica, CA 94044",94044,San Mateo County,"$998,950",Townhouse,2,2/1,"1,620","2,049",2,1984
"120 Tilton Ave, San Mateo, CA 94401",94401,San Mateo County,"$1,438,000",Condominium,3,2/1,"1,334",–,2,2018
"288 Belhaven Ave, Daly City, CA 94015",94015,San Mateo County,"$898,000",Single Family Residence,3,2,"1,180","3,300",2,1960
"2531 Princeton Dr, San Bruno, CA 94066",94066,San Mateo County,"$1,295,000",Single Family Residence,3,2/1,"1,520","5,300",2,1957
"1112 Clinton Street, Redwood City, CA 94061",94061,San Mateo County,"$1,388,000",Single Family Residence,3,2,"2,000","5,700",0,1931
"418 Hibiscus Ct, East Palo Alto, CA 94303",94303,San Mateo County,"$949,000",Single Family Residence,3,1,"1,290","6,000",2,1935
"0 Seymour St, Half Moon Bay, CA 94019",94019,San Mateo County,"$60,000",Land,,,,,,
"110 Blackburn Ter, Pacifica, CA 94044",94044,San Mateo County,"$1,500,000",Single Family Residence,1,1,680,"10,300",0,1941
"0 No Street Name, Half Moon Bay, CA 94019",94019,San Mateo County,"$25,000",Land,,,,,,
"343 4th Ln, South San Francisco, CA 94080",94080,San Mateo County,"$2,495,000",Residential Income,,,"4,119","7,000",4,1913
"3241 Hoover St, Redwood City, CA 94063",94063,San Mateo County,"$1,400,000",Single Family Residence,3,2/1,"1,600","6,000",1,1936
"151 15th Ave, San Mateo, CA 94402",94402,San Mateo County,"$1,350,000",Single Family Residence,2,2,"1,280","5,000",2,1935
"480 E Okeefe St 311, East Palo Alto, CA 94303",94303,San Mateo County,"$574,000",Condominium,1,1,542,0.711,0,1981
"693 Sierra Point Rd, Brisbane, CA 94005",94005,San Mateo County,"$748,000",Single Family Residence,3,2,"1,560","2,500",0,1940
"Claremont Dr, San Bruno, CA 94066",94066,San Mateo County,"$1,000,000",Single Family Residence,4,3,"1,420","5,000",2,1957
"151 El Camino Real 416, Millbrae, CA 94030",94030,San Mateo County,"$888,000",Condominium,1,1,792,2.012,1,2010
"490 N Idaho St, San Mateo, CA 94401",94401,San Mateo County,"$8,470,000",Residential Income,,,"15,141",0.36,2,1961
"0 Magnolia St, Half Moon Bay, CA 94019",94019,San Mateo County,"$190,000",Land,,,,,,
"0 Magnolia St, Half Moon Bay, CA 94019",94019,San Mateo County,"$200,000",Land,,,,,,
"1091 Shell Blvd 1, Foster City, CA 94404",94404,San Mateo County,"$788,888",Condominium,2,2,994,6.248,0,1972
"1806 Edgewood Ln, Menlo Park, CA 94025",94025,San Mateo County,"$4,295,000",Single Family Residence,4,4/1,"2,700",0.261,2,1950
"998 Pleasant Hill Rd, Redwood City, CA 94061",94061,San Mateo County,"$1,598,000",Single Family Residence,4,2/1,"1,630","8,625",2,1956
"324 Arden Rd, Menlo Park, CA 94025",94025,San Mateo County,"$3,300,000",Single Family Residence,3,2/1,"2,254","10,600",1,1938
"800 Gull Ave, Foster City, CA 94404",94404,San Mateo County,"$1,388,000",Single Family Residence,3,2,"1,340","5,320",2,1965
"2010 Poplar Ave, East Palo Alto, CA 94303",94303,San Mateo County,"$998,888",Single Family Residence,3,1/1,"1,180","5,000",2,1955
"1979 Eaton Ave, San Carlos, CA 94070",94070,San Mateo County,"$2,250,000",Single Family Residence,3,2,"1,370","7,500",1,1941
"457 Citrus Ave, Daly City, CA 94014",94014,San Mateo County,"$750,000",Single Family Residence,2,1,"1,070","2,500",1,1936
"1220 Seville Dr, Pacifica, CA 94044",94044,San Mateo County,"$1,050,000",Single Family Residence,3,2/1,"2,000","5,750",2,1960
"1502 Trollman Ave, San Mateo, CA 94401",94401,San Mateo County,"$949,000",Single Family Residence,3,1/1,"1,290","5,300",2,1948
"2932 Sherwood Dr, San Carlos, CA 94070",94070,San Mateo County,"$2,298,000",Single Family Residence,4,2/1,"2,300","8,418",2,1963
"211 Alexander Ave, Redwood City, CA 94061",94061,San Mateo County,"$875,000",Single Family Residence,2,1,720,"2,550",1,1954
"1669 Higgins Way, Pacifica, CA 94044",94044,San Mateo County,"$1,195,000",Single Family Residence,4,3,"1,940","4,998",2,1964
"54 Bonita Ave, Redwood City, CA 94061",94061,San Mateo County,"$1,168,000",Single Family Residence,3,2,"1,270","5,500",1,1948
"269 Alberta Ave, San Carlos, CA 94070",94070,San Mateo County,"$2,295,000",Single Family Residence,4,2/1,"2,218","4,480",1,1939
"1021 Yates Way, San Mateo, CA 94403",94403,San Mateo County,"$998,000",Condominium,3,2/1,"1,312",0.302,2,2000
"79 Normandy Ln, Atherton, CA 94027",94027,San Mateo County,"$3,988,000",Single Family Residence,4,3/2,"5,520",0.291,2,2004
"2000 Cedar Ave, Menlo Park, CA 94025",94025,San Mateo County,"$3,395,000",Single Family Residence,4,3/1,"2,840","6,840",3,2005
"211 Warren Rd, San Mateo, CA 94402",94402,San Mateo County,"$2,998,000",Single Family Residence,4,2,"2,500","6,612",1,1924
"941 Holly St, San Carlos, CA 94070",94070,San Mateo County,"$1,175,000",Single Family Residence,2,1,960,"5,850",1,1940
"1359 Johnson St, Menlo Park, CA 94025",94025,San Mateo County,"$3,498,000",Single Family Residence,3,2,"1,560",0.434,1,1924
"61 Elder Ln, Pacifica, CA 94044",94044,San Mateo County,"$999,950",Single Family Residence,3,2/1,"2,347","2,750",1,1925
"3550 Carter Dr 121, South San Francisco, CA 94080",94080,San Mateo County,"$599,000",Condominium,2,2,877,6.928,1,1979
"188 Wilshire Ave, Daly City, CA 94015",94015,San Mateo County,"$1,100,000",Single Family Residence,3,2,"1,600","3,960",1,1950
"114 Rosewood Way, South San Francisco, CA 94080",94080,San Mateo County,"$1,049,000",Single Family Residence,3,2,"1,144","4,503",2,1950
"3101 S Delaware St, San Mateo, CA 94403",94403,San Mateo County,"$1,850,000",Townhouse,1,2/1,"2,378",1,1,2018
"167 San Carlos Ave, Redwood City, CA 94061",94061,San Mateo County,"$1,395,000",Single Family Residence,3,2,"1,450","5,200",0,1951
"3137 S Delaware St, San Mateo, CA 94403",94403,San Mateo County,"$2,750,000",Condominium,4,4/1,"3,037",1,2,2018
"3143 S Delaware St, San Mateo, CA 94403",94403,San Mateo County,"$2,750,000",Condominium,4,4,"2,956",1,2,2018
"3145 S Delaware St, San Mateo, CA 94403",94403,San Mateo County,"$2,750,000",Condominium,4,4,"2,973",1,2,2018
"2125 Ralston Ave, Hillsborough, CA 94010",94010,San Mateo County,"$14,500,000",Single Family Residence,6,6/2,"9,281",1.062,3,2013
"1053 Helm Ln, Foster City, CA 94404",94404,San Mateo County,"$1,248,888",Townhouse,3,2/1,"2,000",808,2,1989
"111 Aragon Blvd, San Mateo, CA 94402",94402,San Mateo County,"$2,695,000",Single Family Residence,4,2,"2,630","6,600",0,1929
"390 Stevick Dr, Atherton, CA 94027",94027,San Mateo County,"$13,380,000",Single Family Residence,5,4/1,"6,102",1.059,2,2008
"789 Green St, East Palo Alto, CA 94303",94303,San Mateo County,"$689,000",Single Family Residence,3,2,"1,670","7,792",2,2001
"900 Franklin St, Montara, CA 94037",94037,San Mateo County,"$1,850,000",Single Family Residence,5,4,"4,180","9,375",3,1984
"825 W Hillsdale Blvd, San Mateo, CA 94403",94403,San Mateo County,"$1,988,000",Single Family Residence,4,2/1,"2,450",0.28,2,1973
"800 Sea Spray Ln 105, Foster City, CA 94404",94404,San Mateo County,"$858,500",Condominium,2,2,"1,213",0.935,1,1984
"2352 Menalto Ave, East Palo Alto, CA 94303",94303,San Mateo County,"$799,000",Single Family Residence,2,1,"1,010","6,500",2,1936
"1060 Shoreline Dr, San Mateo, CA 94404",94404,San Mateo County,"$1,178,000",Townhouse,2,2/1,"1,555",2.743,1,1979
"277 Jeter St, Redwood City, CA 94062",94062,San Mateo County,"$1,849,000",Single Family Residence,3,2,"2,040","6,500",2,1939
"401 90th Street, Daly City, CA 94015",94015,San Mateo County,"$1,840,000",Residential Income,,,"5,662","2,375",4,1965
"1667 Higgins Way, Pacifica, CA 94044",94044,San Mateo County,"$450,000",Land,,,,,,
"187 Westridge Dr, Portola Valley, CA 94028",94028,San Mateo County,"$2,749,000",Single Family Residence,3,2,"2,210",2.689,2,1954
"Avenue Portola, Half Moon Bay, CA 94019",94019,San Mateo County,"$9,480,000",Residential Income,,,"13,096",0.409,19,2017
"0 Court Of San Marco, Half Moon Bay, CA 94019",94019,San Mateo County,"$200,000",Land,,,,,,
"803 Juno Ln, Foster City, CA 94404",94404,San Mateo County,"$1,300,000",Condominium,3,2/1,"1,330",8.82,2,1973
"110 Clover Ln, Menlo Park, CA 94025",94025,San Mateo County,"$2,050,000",Single Family Residence,3,2,"1,680","6,240",2,1928
"1155 Trinity Dr, Menlo Park, CA 94025",94025,San Mateo County,"$6,788,000",Single Family Residence,5,5/1,"5,590",0.578,3,1998
"219 Hiller St, Belmont, CA 94002",94002,San Mateo County,"$1,299,000",Single Family Residence,3,2,"1,480","5,000",2,1953
"10 Coral Way 10, Half Moon Bay, CA 94019",94019,San Mateo County,"$469,000",Manufactured In Park,3,2,"1,455",–,–,2017
"847 N Humboldt St 301, San Mateo, CA 94401",94401,San Mateo County,"$589,950",Condominium,1,1,693,25.595,1,1965
"763 The Alameda, El Granada, CA 94019",94019,San Mateo County,"$969,000",Duplex,,,"2,052","5,900",2,1962
"561 6th Ave, Menlo Park, CA 94025",94025,San Mateo County,"$1,599,000",Single Family Residence,3,2,"1,488","5,600",2,1924
"2301 Vista Del Mar, San Mateo, CA 94404",94404,San Mateo County,"$788,000",Condominium,1,1,"1,011",2.278,1,1986
"181 Forest Ln, Menlo Park, CA 94025",94025,San Mateo County,"$2,300,000",Single Family Residence,3,2/1,"2,220","1,768",2,1965
"1106 Rainier Ave, Pacifica, CA 94044",94044,San Mateo County,"$1,098,000",Single Family Residence,3,3,"2,040","8,500",2,1970
"121 Bay Rd, Menlo Park, CA 94025",94025,San Mateo County,"$2,099,000",Single Family Residence,3,1,"1,340","5,100",2,1951
"2015 Broadway, Burlingame, CA 94010",94010,San Mateo County,"$2,350,000",Single Family Residence,2,2,"1,740","6,000",2,1924
"3902 Bret Harte Dr, Redwood City, CA 94061",94061,San Mateo County,"$1,699,000",Single Family Residence,3,2,"1,390","10,764",2,1959
"2052 Avignon Pl, Half Moon Bay, CA 94019",94019,San Mateo County,"$1,250,000",Single Family Residence,3,2,"2,050","6,825",2,1973
"717 San Benito Ave, Menlo Park, CA 94025",94025,San Mateo County,"$2,650,000",Single Family Residence,4,4,"2,796","5,797",2,2018
"462 Sand Hill Cir, Menlo Park, CA 94025",94025,San Mateo County,"$1,775,000",Townhouse,3,2/1,"2,260","1,950",2,1974
"4032 Farm Hill Blvd 1, Redwood City, CA 94061",94061,San Mateo County,"$835,000",Townhouse,2,1/1,"1,016",6.577,1,1973
"1021 E 5th Ave, San Mateo, CA 94402",94402,San Mateo County,"$1,395,000",Single Family Residence,4,3,"1,655","5,650",2,1920
"3916 Durand Dr, San Mateo, CA 94403",94403,San Mateo County,"$1,025,000",Single Family Residence,2,1,860,"5,000",1,1950
"401 Portofino Dr C, San Carlos, CA 94070",94070,San Mateo County,"$1,398,000",Townhouse,3,2/1,"2,130",1,2,1982
"103 Sydney Ln, Redwood City, CA 94063",94063,San Mateo County,"$1,288,000",Townhouse,3,2/1,"1,625",0.736,2,1999
"148 San Diego Ave, San Bruno, CA 94066",94066,San Mateo County,"$738,000",Single Family Residence,2,1,"1,090","5,200",1,1930
"3401 Lodge Dr, Belmont, CA 94002",94002,San Mateo County,"$2,348,000",Single Family Residence,5,4,"3,050",0.281,2,1960
"871 Kelmore St, Moss Beach, CA 94038",94038,San Mateo County,"$695,000",Single Family Residence,2,1,840,"5,000",0,1949
"727 Hillcrest Way, Redwood City, CA 94062",94062,San Mateo County,"$2,650,000",Single Family Residence,3,3/1,"2,671",0.333,2,1988
"3921 Gillis Dr, San Mateo, CA 94403",94403,San Mateo County,"$1,198,000",Single Family Residence,3,1,"1,080","5,000",1,1950
"361 Conmur St, South San Francisco, CA 94080",94080,San Mateo County,"$1,048,000",Single Family Residence,3,2,"1,680","5,750",2,1962
"113 Princeton Rd, Menlo Park, CA 94025",94025,San Mateo County,"$4,250,000",Single Family Residence,3,3,"2,788","9,000",2,1931
"20 Cobblestone Ln, Belmont, CA 94002",94002,San Mateo County,"$1,588,800",Single Family Residence,3,2/1,"2,230","3,560",2,1979
"1399 Terra Nova Blvd, Pacifica, CA 94044",94044,San Mateo County,"$598,000",Townhouse,2,1/1,900,720,1,1972
"21 Southridge Ct, San Mateo, CA 94402",94402,San Mateo County,"$1,348,000",Townhouse,3,2/1,"1,600","1,632",2,1974
"401 Piccadilly Pl 9, San Bruno, CA 94066",94066,San Mateo County,"$399,000",Condominium,1,1,540,3.902,0,1971
"37 Nevada St, Redwood City, CA 94062",94062,San Mateo County,"$1,688,000",Single Family Residence,3,3,"1,660","9,100",2,1940
"919 Marlin Ave, Foster City, CA 94404",94404,San Mateo County,"$1,738,000",Single Family Residence,4,2,"1,830","5,664",2,1968
"819 Columbia Cir 302, Redwood Shores, CA 94065",94065,San Mateo County,"$1,380,000",Townhouse,2,2/1,"1,650",11.806,2,1989
"1101 Continentals Way 105, Belmont, CA 94002",94002,San Mateo County,"$875,000",Condominium,2,2,"1,040",0.815,1,1967
"1204 Lerida Way, Pacifica, CA 94044",94044,San Mateo County,"$899,000",Single Family Residence,4,3,"1,655","7,100",2,1889
"479 Landeros Dr, San Mateo, CA 94403",94403,San Mateo County,"$1,149,000",Townhouse,2,2,"1,353","4,253",2,2014
"1128 Valencia Way, Pacifica, CA 94044",94044,San Mateo County,"$949,000",Single Family Residence,3,2,"1,060","7,300",1,1960
"313 Clifton Ave, San Carlos, CA 94070",94070,San Mateo County,"$2,039,800",Single Family Residence,5,3/1,"3,330","7,746",2,1988
"1245 Skyline Dr, Daly City, CA 94015",94015,San Mateo County,"$799,000",Single Family Residence,3,1,"1,090","3,500",1,1965
"991 Cambridge Rd, Redwood City, CA 94061",94061,San Mateo County,"$1,925,000",Single Family Residence,4,3,"2,425","8,584",2,1958
"1018 Villa Ave, Belmont, CA 94002",94002,San Mateo County,"$1,549,000",Single Family Residence,3,2,"1,598","5,500",1,1947
"30 Miramonte Ct, San Carlos, CA 94070",94070,San Mateo County,"$1,599,000",Single Family Residence,3,2,"1,380","5,700",2,1957
"655 Oak Knoll Ln, Menlo Park, CA 94025",94025,San Mateo County,"$3,498,000",Single Family Residence,3,2,"2,228",0.284,2,1948
"523 Fremont Ave, Pacifica, CA 94044",94044,San Mateo County,"$933,000",Single Family Residence,2,1,840,"5,890",2,1947
"401 Cork Harbour Cir C, Redwood City, CA 94065",94065,San Mateo County,"$688,000",Condominium,1,1,764,10.144,1,1985
"409 Oak Ave, Redwood City, CA 94061",94061,San Mateo County,"$739,888",Condominium,2,1/1,870,0.422,0,1980
"358 Iris St, Redwood City, CA 94062",94062,San Mateo County,"$1,250,000",Single Family Residence,3,2,"1,600","6,500",2,1931
"3029 Canyon Rd, Burlingame, CA 94010",94010,San Mateo County,"$2,688,000",Single Family Residence,4,3,"2,718",0.42,2,1975
"2735 Fordham St, East Palo Alto, CA 94303",94303,San Mateo County,"$960,000",Single Family Residence,4,3,"1,312","6,000",1,1953
"Vacant Lot Cabrillo Hwy, Half Moon Bay, CA 94019",94019,San Mateo County,"$1,250,000",Land,,,,,,
"147 Madrona Ave, El Granada, CA 94019",94019,San Mateo County,"$1,295,000",Single Family Residence,4,2/1,"2,430","7,500",2,1989
"529 2nd Ave, San Bruno, CA 94066",94066,San Mateo County,"$779,000",Single Family Residence,2,1/1,"1,010","3,700",1,1946
"613 Grandview Blvd, Half Moon Bay, CA 94019",94019,San Mateo County,"$1,150,000",Single Family Residence,3,2,"1,368","7,501",3,1965
"210 Belmont Ave, Redwood City, CA 94061",94061,San Mateo County,"$1,550,000",Single Family Residence,4,3,"1,480","5,000",2,1961
"2443 San Carlos Ave, San Carlos, CA 94070",94070,San Mateo County,"$1,398,000",Single Family Residence,2,2,"1,217","7,000",1,1951
"826 Jefferson Ct, San Mateo, CA 94401",94401,San Mateo County,"$1,249,000",Townhouse,3,2,"1,546","7,756",2,2003
"787 North St, Pescadero, CA 94060",94060,San Mateo County,"$1,250,000",Single Family Residence,3,2/1,"1,704",0.344,4,1900
"230 Hillcrest Rd, San Carlos, CA 94070",94070,San Mateo County,"$2,098,000",Single Family Residence,4,3,"2,698","7,520",2,1974
"3721 Carter Dr 1305, South San Francisco, CA 94080",94080,San Mateo County,"$699,000",Condominium,2,2,"1,060",1.535,2,2004
"172 Tree View Dr, Daly City, CA 94014",94014,San Mateo County,"$878,000",Condominium,2,2/1,"1,562",32.431,2,1985
"44 Randolph Ave, South San Francisco, CA 94080",94080,San Mateo County,"$599,000",Single Family Residence,2,1,780,"2,500",1,1959
"1180 Cloud Ave, Menlo Park, CA 94025",94025,San Mateo County,"$4,688,000",Single Family Residence,5,4/1,"2,814","6,982",2,2018
"3980 Geddes Ct, South San Francisco, CA 94080",94080,San Mateo County,"$629,000",Condominium,2,1,858,0.828,1,1971
